Date,Spot,Expiry,DaysToExpiry,CallDelta,PutDelta,PerpDelta,TotalDelta,Cost,Value,UnrealizedPnL,RealizedPnL,TotalAsset,Return
2023-10-24,33901.52734375,2023-11-24,31,4.777818771787643e+178,-8.38532910824393e+177,0.0,,1.0326815350518162e+182,1.3431181322981234e+182,3.104365972463072e+181,-1.661923796310287e+183,1.3431181322981234e+182,0.30061213133895204
2023-10-25,34502.8203125,2023-11-24,30,4.773035801253281e+178,-6.510585385207411e+177,0.0,,1.0326815350518162e+182,1.6283103362349603e+182,5.9562880118314415e+181,-1.661923796310287e+183,1.6283103362349603e+182,0.5767787851007307
2023-10-26,34156.6484375,2023-11-24,29,4.8229804639059164e+178,-6.831109641250327e+177,0.0,,1.0326815350518162e+182,1.500770258469546e+182,4.680887234177298e+181,-1.661923796310287e+183,1.500770258469546e+182,0.45327500059758763
2023-10-27,33909.80078125,2023-11-24,28,4.997084345173245e+178,-6.304812022793477e+177,0.0,,1.0326815350518162e+182,1.657826560931602e+182,6.2514502587978574e+181,-1.661923796310287e+183,1.657826560931602e+182,0.6053609023312481
2023-10-28,34089.57421875,2023-11-24,27,4.962775599027422e+178,-4.871856637677135e+177,0.0,,1.0326815350518162e+182,1.9147517324584005e+182,8.820701974065843e+181,-1.661923796310287e+183,1.9147517324584005e+182,0.8541550976432684
2023-10-29,34538.48046875,2023-11-24,26,4.967612458610021e+178,-5.053246424911452e+177,0.0,,1.0326815350518162e+182,1.8885589979908826e+182,8.558774629390664e+181,-1.661923796310287e+183,1.8885589979908826e+182,0.8287912913017483
2023-10-30,34502.36328125,2023-11-24,25,4.940715418868918e+178,-6.004203637449229e+177,0.0,,1.0326815350518162e+182,1.8495840383473412e+182,8.16902503295525e+181,-1.661923796310287e+183,1.8495840383473412e+182,0.7910497821136464
2023-10-31,34667.78125,2023-11-24,24,5.0143097162609944e+178,-3.3997977659863107e+177,0.0,,1.0326815350518162e+182,1.1477306328070781e+182,1.1504909775526192e+181,-1.661923796310287e+183,1.1477306328070781e+182,0.11140810971263204
2023-11-01,35437.25390625,2023-12-29,58,2.978623154680745e+178,-2.4405902152326804e+178,0.0,,1.6066283362906976e+182,1.6066283362906976e+182,0.0,-1.6045291161863987e+183,1.6066283362906976e+182,0.0
2023-11-02,34938.2421875,2023-12-29,57,2.755964674590668e+178,-2.534872066152693e+178,0.0,,1.6066283362906976e+182,1.7784516178385727e+182,1.718232815478751e+181,-1.6045291161863987e+183,1.7784516178385727e+182,0.10694650260219607
2023-11-03,34732.32421875,2023-12-29,56,2.7701064229921153e+178,-2.626646720955928e+178,0.0,,1.6066283362906976e+182,1.4779181943215564e+182,-1.2871014196914118e+181,-1.6045291161863987e+183,1.4779181943215564e+182,-0.08011195810619187
2023-11-04,35082.1953125,2023-12-29,55,2.7989650815579552e+178,-2.5327975446478114e+178,0.0,,1.6066283362906976e+182,1.9432950015562347e+182,3.366666652655371e+181,-1.6045291161863987e+183,1.9432950015562347e+182,0.2095485668096806
2023-11-05,35049.35546875,2023-12-29,54,2.8633418436094753e+178,-2.5339556445058256e+178,0.0,,1.6066283362906976e+182,1.3974328388749886e+182,-2.0919549741570898e+181,-1.6045291161863987e+183,1.3974328388749886e+182,-0.13020777281862772
2023-11-06,35037.37109375,2023-12-29,53,2.8323235250254634e+178,-2.5678408690633665e+178,0.0,,1.6066283362906976e+182,1.3224831809784522e+182,-2.8414515531224546e+181,-1.6045291161863987e+183,1.3224831809784522e+182,-0.17685805042394898
2023-11-07,35443.5625,2023-12-29,52,2.9492035810572202e+178,-2.4507963560886268e+178,0.0,,1.6066283362906976e+182,1.566342177029793e+182,-4.0286159260904575e+180,-1.6045291161863987e+183,1.566342177029793e+182,-0.02507497119957136
2023-11-08,35655.27734375,2023-12-29,51,2.9824609144742638e+178,-2.3703244553012306e+178,0.0,,1.6066283362906976e+182,1.570662749620905e+182,-3.5965586669792687e+180,-1.6045291161863987e+183,1.570662749620905e+182,-0.02238575397769238
2023-11-09,36693.125,2023-12-29,50,3.258650731911378e+178,-2.124019698626292e+178,0.0,,1.6066283362906976e+182,1.9671917932695514e+182,3.605634569788538e+181,-1.6045291161863987e+183,1.9671917932695514e+182,0.22442244347022067
2023-11-10,37313.96875,2023-12-29,49,3.4043465268646305e+178,-1.9552408050595756e+178,0.0,,1.6066283362906976e+182,2.0843919562875355e+182,4.777636199968379e+181,-1.6045291161863987e+183,2.0843919562875355e+182,0.2973703433489008
2023-11-11,37138.05078125,2023-12-29,48,3.371915653551594e+178,-2.0169066297139553e+178,0.0,,1.6066283362906976e+182,1.9620183005094934e+182,3.553899642187958e+181,-1.6045291161863987e+183,1.9620183005094934e+182,0.22120235040750136
2023-11-12,37054.51953125,2023-12-29,47,3.364722203279994e+178,-2.051387977565394e+178,0.0,,1.6066283362906976e+182,1.9395240184286717e+182,3.328956821379741e+181,-1.6045291161863987e+183,1.9395240184286717e+182,0.20720142587958268
2023-11-13,36502.35546875,2023-12-29,46,3.2163305302622267e+178,-2.1764754002062607e+178,0.0,,1.6066283362906976e+182,1.6567208002717154e+182,5.009246398101775e+180,-1.6045291161863987e+183,1.6567208002717154e+182,0.031178625976850727
2023-11-14,35537.640625,2023-12-29,45,2.939474428487773e+178,-2.4323654876113474e+178,0.0,,1.6066283362906976e+182,1.6253277651148496e+182,1.8699428824151938e+180,-1.6045291161863987e+183,1.6253277651148496e+182,0.01163892631653951
2023-11-15,37880.58203125,2023-12-29,44,3.554611180850578e+178,-1.8428165984704572e+178,0.0,,1.6066283362906976e+182,1.8491312271715622e+182,2.4250289088086454e+181,-1.6045291161863987e+183,1.8491312271715622e+182,0.15093901022606326
2023-11-16,36154.76953125,2023-12-29,43,3.1291190640029566e+178,-2.2679292418374414e+178,0.0,,1.6066283362906976e+182,1.494932814465934e+182,-1.116955218247636e+181,-1.6045291161863987e+183,1.494932814465934e+182,-0.06952169291538857
